,Humidity,Temperature,UnixTime
-MAG8UAJ2IOcx1705v3j,66.00,33.50,1592672027
-MAG8Wh0KX0nL1si6ixE,66.00,33.50,1592672037
-MAG8ZDTm-1BlknM59M-,66.00,33.50,1592672047
-MAG8ak8kEgJV0ZmahvS,66.00,33.50,1592672058
-MAG8dGslN_NFRBbac6j,66.00,33.50,1592672068
-MAG8fqB0CX7djQyihOB,66.00,33.50,1592672078
-MAG8iTRSWdP0aeEz_wo,66.00,33.50,1592672089
-MAG8l2xc317nmlrOCMs,66.00,33.50,1592672100
-MAG8n_4BMC8LHRYUJdO,66.00,33.50,1592672110
-MAG8q6Bt7lz5wptwzDC,66.00,33.50,1592672120
-MAG8sdqhYV1uA1jdsCo,67.00,33.90,1592672131
-MAG8vAWdnlrWZVPRmQ_,66.00,33.90,1592672141
-MAG8xhEaZvGGCUTfajX,66.00,33.90,1592672152
-MAG9-EKAIv3LruySUmY,66.00,33.60,1592672162
-MAG91lwB01Lg8jD1q3M,66.00,33.70,1592672172
-MAG94IoGNsE-ceUTsr5,66.00,33.90,1592672183
-MAG96tDM0VCd5e5Ca8x,65.00,33.90,1592672193
-MAG99S8y9YoilvSRvP5,65.00,33.90,1592672204
-MAG9By_F9_GDylWgGUE,65.00,33.90,1592672214
-MAG9EV45bokRqZev-mN,65.00,33.90,1592672225
-MAG9H1ofpot_HxbXJei,65.00,33.70,1592672235
-MAG9JZnQEN96oo5LO7L,66.00,33.60,1592672245
-MAG9M5leD1-5XH_xoBi,66.00,33.60,1592672256
-MAG9Oc9Az8prxnYTUBe,66.00,33.60,1592672266
-MAG9R8eEt9B0SVHaTHI,65.00,33.60,1592672276
-MAG9TfNBS0PFgeNf-fO,65.00,33.60,1592672287
-MAG9WDV_u_T31qAkHF1,65.00,33.60,1592672297
-MAG9Yk1I3y0TH048kqY,65.00,33.60,1592672308
-MAG9aI4aqJD23l2IJs9,66.00,33.60,1592672318
-MAG9cosaUunxQjXThqM,66.00,33.60,1592672328
-MAG9fLQLuUOZqaGo5ax,66.00,34.00,1592672339
-MAG9hsFToADZeLu1enx,65.00,34.00,1592672349
-MAG9kOeQpY8visM7Nxb,65.00,34.00,1592672359
-MAG9mwPlKk8hHDXZKVY,65.00,34.00,1592672370
-MAG9pUVwcyoVdApNThT,65.00,34.00,1592672380
-MAG9s1PP9Yy94a2lYm2,66.00,34.00,1592672391
-MAG9uZwTZZ5s99wE98b,66.00,34.00,1592672401
-MAG9x5PRkE95IuW_cT5,66.00,34.00,1592672411
-MAG9zbEd5NPBBaRS8HO,66.00,34.00,1592672422
-MAGA18l-yNHX6HYiH6Y,66.00,34.00,1592672432
-MAGA3fMUideI24uc9my,66.00,34.00,1592672442
-MAGA6BwPOpzmNcs1gC-,66.00,34.00,1592672453
-MAGA8iVFj13vgt5X5GV,66.00,34.00,1592672463
-MAGABGVtceg8E2g8eH_,66.00,34.00,1592672474
-MAGADmIvZcVtTBrIudq,66.00,34.00,1592672484
-MAGAGJ7mFtudrw0WFxr,65.00,34.00,1592672494
-MAGAIqT47_AP8H5tjfs,65.00,34.00,1592672505
-MAGALOLeKUIaH4SodXH,65.00,34.00,1592672515
-MAGANvMz8Q4pAHZr_Iu,65.00,34.00,1592672525
-MAGAQSGfEfLwNjWEUBV,65.00,34.00,1592672536
-MAGASySir5fhW8cw62z,65.00,34.00,1592672546
-MAGAVVL0luEUohMVM56,65.00,34.00,1592672557
-MAGAY0eP0ni-RVD75LF,65.00,34.00,1592672567
-MAGA_YbeBN16jxFzJE0,65.00,34.00,1592672577
-MAGAc3lEg65Gtmbn2GY,65.00,34.00,1592672588
-MAGAeb4azUDfyEpPe9D,65.00,34.00,1592672598
-MAGAh7fCqE7160O4SST,67.00,34.00,1592672608
-MAGAjfIWQUtTUnNUN-V,67.00,34.00,1592672619
-MAGAmCia3O_xjB7dNR7,65.00,34.00,1592672629
-MAGAok4VV8i63dPieyL,65.00,34.00,1592672640
-MAGArIWCU4D9dWWRMpT,66.00,33.60,1592672650
-MAGAtqou847ZzoEW-yh,65.00,33.60,1592672660
-MAGAwOYNLZjnWAtS1ck,65.00,33.60,1592672671
-MAGAyubiWVkWtP2X1Fm,65.00,33.60,1592672681
-MAGB0SspLdGsTsBemHr,67.00,33.60,1592672692
-MAGB30LATQjlJLjuWvy,66.00,33.60,1592672702
-MAGB5ZJi3fQOf45k98-,66.00,33.60,1592672712
-MAGB85na8I_YiqCTOOB,66.00,33.60,1592672723
-MAGBAvj-e4IwplYESlU,67.00,33.60,1592672734
-MAGBDTJnIxNqTw_0GNE,67.00,33.60,1592672745
-MAGBGdSS-oCIh2h_qKM,67.00,33.60,1592672758
-MAGBJfTmG5UIVgJFxJK,67.00,33.90,1592672770
-MAGBMGQUqEH3hWB8eoy,66.00,33.90,1592672781
-MAGBP0nwB4kUGfvGQuo,66.00,33.90,1592672792
-MAGBRvAAHc5UKc0H8q2,67.00,33.90,1592672804
-MAGBZWRakT9q7zrvP3E,65.00,33.90,1592672830
-MAGBbEn8UlFoVkOdYC4,65.00,33.90,1592672846
-MAGBdpxv1fmJE9F5In8,65.00,33.90,1592672857
-MAGBgQvL59UolKt9c9W,65.00,33.90,1592672868
-MAGBiz6pv0-idUPoZK3,65.00,33.90,1592672878
-MAGBlWNrOutdgpixzyv,65.00,33.70,1592672889
-MAGBo2u7OuA4Y6Y7lKh,65.00,33.50,1592672899
-MAGBqgHb-o5_7ug1m_v,65.00,33.50,1592672910
-MAGBtHZMecczu3EZWxT,65.00,33.50,1592672920
-MAGBvsE2pWOJU-RaQnv,65.00,33.50,1592672931
-MAGC-uJ71Qp67MnGlya,65.00,33.50,1592672941
-MAGC3LfYcwOSoBDxnjQ,65.00,33.50,1592672957
-MAGC5u_60VJC4IwkvXA,65.00,33.50,1592672976
-MAGC8SCp_ousrAhssNh,65.00,33.50,1592672987
-MAGCB-ABc7pMCA1aSFB,65.00,33.10,1592672997
-MAGCDv1iZLRHawNPNY8,65.00,33.00,1592673007
-MAGCGWVfXKRwmqRExM8,66.00,33.00,1592673020
-MAGCJ6pG0eMmklXJNa8,66.00,33.00,1592673030
-MAGCQZtxQtkhp7xis8V,66.00,33.00,1592673058
-MAGCTP06BoRBW6ViVEX,66.00,33.00,1592673071
-MAGCVw_fbOmb7IXslt1,66.00,33.10,1592673083
-MAGCYUVEa6iJnxXP48s,66.00,33.10,1592673093
-MAGCa0eLJzXwk1z7Hk5,66.00,33.10,1592673104
-MAGCcZ5NpsQSrSKP-XS,66.00,33.00,1592673114
-MAGCf662THAlk3JhTYD,66.00,33.00,1592673125
-MAGChd_vC_ic7LsxUmK,66.00,33.00,1592673135
-MAGCkOZeSNHFK-UagrM,66.00,33.00,1592673146
-MAGCmvB0GOw6jwtaNcO,66.00,33.00,1592673157
-MAGCpSYa4Yxg7WcQ3d7,66.00,33.00,1592673167
-MAGCs-CbOwepe0BH9we,66.00,33.00,1592673177
-MAGCuWccmQ9rOcPYpwM,66.00,33.00,1592673188
-MAGCx2D8-bp-TW84I2g,66.00,33.00,1592673198
-MAGCz_9985r4A_WqXQU,66.00,33.00,1592673208
-MAGD15tO54cqqAVlakx,66.00,33.20,1592673219
-MAGD3fxdUrKFarS2VW6,66.00,33.30,1592673229
-MAGD70UO5xHnvsCEhG9,66.00,33.40,1592673243
-MAGD9Z3xbY3wLUnK6eE,66.00,33.40,1592673253
-MAGDC5jfwVTYe5P7LW5,67.00,33.40,1592673264
-MAGDEcWHxdUqMeDlkY7,67.00,33.40,1592673274
-MAGDHABjkPiGwV8CoTi,67.00,33.40,1592673285
-MAGDJiDcppGa2Z4sznx,67.00,33.40,1592673295
-MAGDMELgIz_WZRA7XNq,67.00,33.00,1592673305
-MAGDOlEU-wlNBs4FbLn,67.00,33.00,1592673316
-MAGDRKFxYPSsbmV9KCW,67.00,32.90,1592673326
-MAGDTwE17VfcNqD3_Ui,67.00,32.90,1592673337
-MAGDWW7iInJRGEkvBmS,67.00,32.90,1592673347
-MAGDZ2AYvMT70oM4Foh,67.00,32.90,1592673358
-MAGDa_1nohxbkPDRL2H,67.00,32.90,1592673368
-MAGDd5dsFtQJnf_KXHe,67.00,32.90,1592673379
-MAGDfbje8sURTKikzdR,67.00,32.60,1592673389
-MAGDiBn378hGFuKrK4x,67.00,32.50,1592673399
-MAGDklPVALWhY75Bs57,67.00,32.50,1592673410
-MAGDnJ36eKhtU-L9Vt5,68.00,32.50,1592673420
-MAGDpsoLFtlc67X3yrD,68.00,32.50,1592673431
-MAGDsRLCNpFf5Sn-WBw,68.00,32.50,1592673441
-MAGDuyRoH3jX_tdFjCN,68.00,32.50,1592673452
-MAGDxUi4OnQt_1-ThHM,68.00,32.50,1592673462
-MAGE-1MEkW3kUv6LtZT,68.00,32.50,1592673473
-MAGE1_pYZ8yi7dxcFfQ,68.00,32.50,1592673483
-MAGE4A0CJpEkZ_DexTP,68.00,32.50,1592673494
-MAGE6h5hWlsd7oy_zdr,68.00,32.50,1592673504
-MAGE9DsuvGrcbxFh3q7,68.00,32.50,1592673514
-MAGEBkG7AOQtv_w1I0M,68.00,32.50,1592673525
-MAGEEJPoQS52ex3YANU,69.00,32.50,1592673535
-MAGEGpiuWS_DU4eyGdH,69.00,32.60,1592673546
-MAGEJOokK1i_zk4dKDp,69.00,32.90,1592673556
-MAGEM7Gb49_SBtHZdTu,69.00,32.90,1592673567
-MAGEOekhsLPgZBGgg9b,69.00,32.90,1592673578
-MAGERBBhBxGRDz2RRxk,69.00,32.90,1592673588
-MAGETz6LSyy20b9dLno,69.00,32.90,1592673599
-MAGEXHJvbRp6GGCNnLK,69.00,32.90,1592673610
-MAGEZp4FDAwflkkkxXE,68.00,32.90,1592673623
-MAGEbLz3-NH7LSF4sdT,68.00,32.90,1592673634
-MAGEdxna0uC64qV9maP,68.00,32.90,1592673644
-MAGEgk6xTB715LDOku1,68.00,32.90,1592673656
-MAGEjGv84nas4t8SPnn,68.00,32.90,1592673666
-MAGEloYhoiDyjmOpom4,68.00,32.90,1592673677
-MAGEoWLBzKyE_zj49eN,68.00,32.90,1592673688
-MAGEr6YquMB4a4Lvu22,68.00,32.60,1592673698
-MAGEthhcxCxF9k9FELY,68.00,32.50,1592673709
-MAGEwGT7FXKZqC1MHkT,68.00,32.50,1592673719
-MAGEypBSjxEMBUyfoux,68.00,32.50,1592673730
-MAGF0MIzRyOXUZVmnEt,68.00,32.50,1592673740
-MAGF2sFowyTp44DGWvI,68.00,32.50,1592673751
-MAGF5QSGheHr9asSOsT,68.00,32.50,1592673761
-MAGF8-kOzzvh9Sq_FaU,68.00,32.50,1592673772
-MAGFAXe_5kegblCYJN-,68.00,32.50,1592673782
-MAGFD8D3WRBm8K5oc2g,69.00,32.50,1592673793
-MAGFFfuIdud3ysEhrVt,69.00,32.50,1592673803
-MAGFIHzBAKI-RGC844a,69.00,32.50,1592673814
-MAGFL7YnrIGGUpDgZp0,69.00,32.50,1592673825
-MAGFNjj82rdys0p4VhK,69.00,32.60,1592673836
-MAGFQHqkmYEeYFdGzYv,68.00,32.80,1592673847
-MAGFSy901GE8xKoF6a1,68.00,32.10,1592673858
-MAGFVg0me_ovLiUDq2X,68.00,32.40,1592673869
-MAGFYFVverkskX5-TFX,68.00,32.40,1592673879
-MAGF_lYlu_YGz6ROBQ_,68.00,32.40,1592673890
-MAGFcIDXyP500boX3Y-,68.00,32.40,1592673900
-MAGFeoKZ1tupTMSgYxW,67.00,32.40,1592673910
-MAGFhRS7Fouquf1YMLQ,67.00,32.40,1592673921
-MAGFk0N4rR_44dMCRfv,66.00,32.40,1592673931
-MAGFmZtj-qiDAjNB1iT,66.00,31.90,1592673942
-MAGFp6D2EqL41B_LlMD,66.00,31.90,1592673952
-MAGFrd5Bgj-NMQXvOQe,66.00,31.90,1592673963
-MAGFucbX8sJNPYjm0jm,66.00,31.90,1592673975
-MAGFx9R0ELN_88_6AVo,66.00,31.90,1592673985
-MAGFzhTNjp4aQTYT-L4,66.00,31.90,1592673996
-MAGG1DpfChcGtTvPzwp,65.00,31.90,1592674006
-MAGG3o6cZAZKIQ9HoSU,65.00,32.20,1592674017
-MAGG6LXR_RdOronZAhC,65.00,31.90,1592674027
-MAGG8tCozhXPiZPDIBH,65.00,31.90,1592674037
-MAGGBQ032ntUM9S8ovD,66.00,31.80,1592674048
-MAGGDyGnVZE5XSoxaKj,66.00,31.90,1592674058
-MAGGGXWzRIW0n2U2tJL,66.00,31.80,1592674069
-MAGGJ3q_pTmjqO4jCDR,66.00,31.90,1592674079
-MAGGLbzKpAodjpsRTr7,65.00,31.70,1592674090
-MAGGO7lEMkOOi1ct_qA,66.00,31.70,1592674100
-MAGGQjzT2RsvRxfqTgT,66.00,31.80,1592674111
-MAGGTlNrkOBIg-rbd8q,66.00,31.80,1592674121
-MAGGWU0yqrNugXRaf8R,66.00,32.00,1592674134
-MAGGZ0QM7r2f3_jOu6T,65.00,31.80,1592674145
-MAGGai9b_yYjIhcTY8j,65.00,31.80,1592674156
-MAGGdRh9mH0bnqBC1rC,66.00,31.80,1592674167
-MAGGg2Op0sHO0UDVlQU,66.00,31.80,1592674178
-MAGGi_5UyfeC9yzXD6W,66.00,31.90,1592674188
-MAGGlAqoOG3l_Ph09Re,66.00,31.90,1592674199
-MAGGnsldEP4sKBxsHN5,66.00,31.90,1592674209
-MAGGqQYGvXOiVRsjsL0,66.00,31.90,1592674220
-MAGGswj4suO1Tz_6q13,66.00,31.90,1592674230
-MAGGvTloE6n-y7gwJaX,66.00,32.40,1592674241
-MAGGy-D2cOgsnDtQhSY,66.00,32.40,1592674251
-MAGH-WZpQFyE4VSnpzU,66.00,32.40,1592674261
-MAGH24SjP7KXwq0v4n6,66.00,32.40,1592674272
-MAGH4greC5ps_cUifPG,66.00,32.40,1592674283
-MAGH7FW_nYdmYfdnRf9,66.00,32.50,1592674293
-MAGH9n50GcIIPxWyj39,66.00,32.50,1592674304
-MAGHCOu99RS1fUe_aNN,66.00,32.50,1592674314
-MAGHEx2xLyeNa9j1hhT,66.00,32.60,1592674325
-MAGHHTIVcX2gTyRDJ5H,66.00,32.90,1592674335
-MAGHJznMu87bbNP9LQ2,66.00,32.90,1592674345
-MAGHMWdOgc1tZ_RirSB,66.00,32.90,1592674356
-MAGHP4I8yDAJKtGdVGB,66.00,32.90,1592674366
-MAGHRbvPN3Ck7OrJSg5,66.00,32.90,1592674377
-MAGHU8-pS0FfTkfU4Ht,65.00,32.90,1592674387
-MAGHWf0HcHaAC8suC_4,65.00,32.90,1592674397
-MAGHZBrGTP-Jqky7BRl,65.00,32.90,1592674408
-MAGHaydRI8lvUD42IdO,65.00,32.90,1592674419
-MAGHdYUQFFFVvOfON79,66.00,32.90,1592674430
-MAGP1kiRK9ffdP8tJg0,76.00,32.40,1592676363
-MAGP4GXZxRA2JKcpsMX,70.00,32.40,1592676375
-MAGP6nb773fm9DBJ9JJ,70.00,32.40,1592676385
-MAGP9KCzkmVFSF6E3FL,70.00,32.40,1592676396
-MAGPBq7Jldpn3WPp6MY,70.00,32.40,1592676406
-MAGPENOrEYpiZZsHLSW,70.00,32.40,1592676416
-MAGPGtuhrZAmIYWHW6i,70.00,32.40,1592676427
-MAGPJQ_KuW9aOdLSS9q,70.00,32.80,1592676437
-MAGPLxAw2jUVBhaMq81,70.00,32.80,1592676447
-MAGPOTlkZWNdSmxzxHU,70.00,32.60,1592676458
-MAGPR-Mc1C-pT0R_ZXN,69.00,32.50,1592676468
-MAGPTX2E3ntlYNmK2mF,69.00,32.50,1592676478
-MAGPW2cwabdCKdTY9hD,69.00,32.50,1592676489
-MAGPY_8iEthZ5HLnp0x,69.00,32.60,1592676499
-MAGPa5vSmYf44eyzsKG,69.00,32.60,1592676509
-MAGPcd0eh2W2kVwcyXC,69.00,32.60,1592676520
-MAGPf8xYd5E9mKaDcPg,69.00,32.60,1592676530
-MAGPhfbki9DygY8CrBL,69.00,32.50,1592676540
-MAGPkC5-LhYAu_Bchff,69.00,32.60,1592676551
-MAGPmiudPhjsJmNxlzv,69.00,32.60,1592676561
-MAGPpFKeoMWgf7ZOVbB,69.00,32.60,1592676571
-MAGPrm5QHGnUKCL64lE,69.00,32.60,1592676582
-MAGPuIeSCtavB_93Lcb,69.00,32.60,1592676592
-MAGPwoQ-txhhVhB3i8s,69.00,32.60,1592676602
-MAGPzLlLv2CT3O_rXfe,69.00,32.60,1592676613
-MAGQ0sO17xgymE-NUJW,69.00,32.60,1592676623
-MAGQ3P-aU7mi7cMbcy8,69.00,32.70,1592676634
-MAGQ5vnK9jV-ReOb0Eb,69.00,32.70,1592676644
-MAGQ8SSfeQEtJjM5npH,69.00,32.80,1592676654
-MAGQAyolnBdTEONtJ-j,69.00,32.10,1592676665
-MAGQDVGwpirbZ2PcAfS,69.00,32.40,1592676675
-MAGQG0vyxmsknXPqsZB,69.00,32.30,1592676685
-MAGQIYZTtVR5vdPg0MT,69.00,32.20,1592676696
-MAGQL44VtijwyJ1VGgw,69.00,32.10,1592676706
-MAGQNalmps1AzeWj9Cs,69.00,32.10,1592676716
-MAGQQ7M-KInqruJsfpw,69.00,32.60,1592676727
-MAGQSdz-6KfyDh-2VvT,69.00,32.70,1592676737
-MAGQV9iKSzRnFLYAE9-,69.00,32.60,1592676747
-MAGQXh8kK0W0Yal_48v,69.00,32.40,1592676758
-MAGQ_DqKnBt6MAwhNXw,69.00,32.00,1592676768
-MAGQbkHxwbmD4bb9Sio,69.00,32.20,1592676778
-MAGQeFzRBtwK9j2_Thu,69.00,32.30,1592676789
-MAGQglrkVk92LJ4h9Fy,69.00,32.40,1592676799
-MAGQjIUqw1DgMTiFszN,69.00,32.40,1592676809
-MAGQlp57t0BlfYbvn2v,69.00,32.10,1592676820
-MAGQocym-Ax8NSxH-QE,69.00,32.50,1592676830
-MAGQr8tHpRjEv_j3Xvf,69.00,32.40,1592676842
-MAGQtfWLwfcupTA0qHG,69.00,32.60,1592676852
-MAGQwCAvoBP-5ikpDBq,69.00,32.40,1592676862
-MAGQyisX0zXOnNQ3NB6,69.00,32.10,1592676873
-MAGR0FFezIDuaTYTGSP,69.00,32.50,1592676883
-MAGR2m3PPsWkPbKZCYd,69.00,32.20,1592676893
-MAGR5JBWSRpDhPD94Mn,69.00,32.10,1592676904
-MAGR7p46KBcCPR7v89k,70.00,32.60,1592676914
-MAGRALvsoIQ0EP89FxH,70.00,32.80,1592676924
-MAGRCsfkQnHPmbpiyBS,70.00,32.70,1592676935
-MAGRFOvIDPcYqWD_l5C,70.00,32.70,1592676945
-MAGRHvUgK3v4doY-6rb,70.00,32.80,1592676955
-MAGRKS4K6nLJ2sNSRC0,70.00,32.80,1592676966
-MAGRMyfix-CPPudzfze,70.00,32.70,1592676976
-MAGRPVIulAsNMxLkIPt,70.00,32.50,1592676986
-MAGRS0zp2k2kJAC-T2K,70.00,32.20,1592676997
-MAGRUYZZVvB9UI2JxTm,70.00,32.40,1592677007
-MAGRX4c4-IAkArlqKfn,70.00,32.40,1592677018
-MAGRZae-R6oF1EyuQl1,70.00,32.30,1592677028
-MAGRb6Vx7vKHBWIvmXv,70.00,32.40,1592677038
-MAGRddtrHolgMMpFJas,70.00,32.10,1592677049
-MAGRgAQ_kG82vLOm58Q,70.00,32.80,1592677059
-MAGRih3eSD7BguyHOzm,70.00,32.70,1592677069
-MAGRlDfm5agZBpAoXEN,70.00,32.60,1592677080
-MAGRnkKx8J6A42OsyrV,70.00,32.60,1592677090
-MAGRqGrMas-RG3nOsw2,70.00,32.50,1592677100
-MAGRsoZGevcVftUU8e-,70.00,32.50,1592677111
-MAGRvLwV_hpFRmvauqG,70.00,32.50,1592677121
-MAGRxsK6AhHDlvtMuli,70.00,32.50,1592677131
-MAGS-OqaKTeQNZxz_F9,70.00,32.50,1592677142
-MAGS1vQYPJ4Oosa03dX,70.00,32.50,1592677152
-MAGS4S4vhBQONRfZdF2,70.00,32.50,1592677162
-MAGS6y_1KBzz5261uv8,70.00,32.50,1592677173
-MAGS9VG4mTQnVYgixBz,70.00,32.50,1592677183
-MAGSC1K42M22xh6znzz,70.00,32.50,1592677193
-MAGSEYvWGRwp-a4LNa-,70.00,32.50,1592677204
-MAGSH4-36dx33AsueDq,70.00,32.50,1592677214
-MAGSJaxsaZRBkw2lW08,70.00,32.50,1592677225
-MAGSM7FhJnLTLJTrnXn,70.00,32.60,1592677235
-MAGSOdqxCyMRARyQz4R,70.00,32.50,1592677245
-MAGSRAPQgWlscYLAt_m,70.00,32.60,1592677256
-MAGSThwwdtAOuI844ni,70.00,32.80,1592677266
-MAGSWFGkLH0DW-PuXxB,70.00,32.80,1592677276
-MAGSYlqjoXJkfQ-s_3B,70.00,32.20,1592677287
-MAGSaITnY4Sd1_sSA2s,70.00,32.10,1592677297
-MAGScp69RC9auLoWaaO,70.00,32.70,1592677307
-MAGSfLaKvV9tUnHGmZ4,70.00,32.80,1592677318
-MAGShsDuq_xxyDS0Tlj,70.00,32.70,1592677328
-MAGSkOjod_aBpxBDZUM,70.00,32.70,1592677338
-MAGSmvPKr8UVVhJAf_7,70.00,32.70,1592677349
-MAGSpS3-09cxIYai6TI,70.00,32.80,1592677359
-MAGSrxq2-As8JLFU1Da,70.00,32.80,1592677369
-MAGSuTe_dGw7B0TfJB2,70.00,32.80,1592677380
-MAGSx-D9dpgsUhD9T0w,70.00,32.40,1592677390
-MAGSzrrMIuJuDI5EM1m,70.00,32.60,1592677400
-MAGT1Pq8Td8UNh7dlJx,70.00,32.50,1592677412
-MAGT3yDYNg2L39rb3i0,70.00,32.40,1592677423
-MAGT6VHgWYKJY2BCwRj,70.00,32.40,1592677433
-MAGT90nFlPslibHOSP1,70.00,32.40,1592677443
-MAGTBYR2oS5EH7LYTu1,70.00,32.40,1592677454
-MAGTE4ORukznZNlvWwd,70.00,32.40,1592677464
-MAGTGanSxsb8rWnGOrU,70.00,32.40,1592677475
-MAGTJ7B_k9LeaL1i_Ta,70.00,32.40,1592677485
-MAGTLdqZGmFP94swv7j,70.00,32.40,1592677495
-MAGTOAKQrr5a836Xamd,70.00,32.40,1592677506
-MAGTQzl9M8MSHXg9IUF,70.00,32.40,1592677516
-MAGTTWjYPMJ3hI2XpaS,70.00,32.40,1592677527
-MAGTW2Oqc1VipsqTUTr,70.00,32.40,1592677538
-MAGTY_-3EtARaEU8Z02,70.00,32.40,1592677548
-MAGTa5agdmIUEGCAYmy,70.00,32.40,1592677559
-MAGTccUY3QMWBUkJnx1,70.00,32.40,1592677569
-MAGTf8mSQso2_VbANf9,70.00,32.40,1592677579
-MAGThfX2VwK26_sDSL7,70.00,32.40,1592677590
-MAGTkC9UUbTnJ1xZfaA,70.00,32.40,1592677600
-MAGTmilYdQs-3QEwoGj,70.00,32.40,1592677610
-MAGTpFiX-peQcUdY2ik,71.00,32.40,1592677621
-MAGTrlor3tIvvQmUNe0,71.00,32.40,1592677631
-MAGTuJW8l1dnQe_Y7wy,71.00,32.40,1592677641
-MAGTwqa5m-phw7OrrHE,71.00,32.40,1592677652
-MAGTzNFZFMdsjsAvFie,71.00,32.40,1592677662
-MAGU0tqMOWx9yRtMFyN,71.00,32.40,1592677672
-MAGU3QPi0MJDRha6_je,71.00,32.40,1592677683
-MAGU5x0AbjuvFB3xaN4,71.00,32.40,1592677693
-MAGU8TbWNz_byyINqxF,71.00,32.40,1592677703
-MAGUB-FDiwtXdsP_RM7,71.00,32.40,1592677714
-MAGUDWmjbHBNE50Wd8k,71.00,32.40,1592677724
-MAGUG2PqNC0kO9sZArD,71.00,32.40,1592677735
-MAGUI_3Bz8RRRgWlfem,71.00,32.40,1592677745
-MAGUL5jxfRWHsyn8Jrl,71.00,32.40,1592677755
-MAGUNdF8AtM-u0N0P32,71.00,32.40,1592677766
-MAGUQAOrYZhbJXK_cAq,71.00,32.30,1592677776
-MAGUSh--jeTykqMQ7Bl,71.00,31.90,1592677786
-MAGUVDeSBHqlpXukaQb,71.00,31.90,1592677797
-MAGUXkEKog7BZyWXIib,71.00,32.00,1592677807
-MAGU_H5dGzPTVgNrRU_,71.00,32.40,1592677817
-MAGUbnZGDVOdKEWvbm6,72.00,32.40,1592677828
-MAGUeK0UpsOenXISTI-,72.00,32.40,1592677838
-MAGUgtV6OhaU51uytxT,72.00,32.40,1592677848
-MAGUjQXe940lrpKkI1X,72.00,32.40,1592677859
-MAGUlwykxsOpgtO1930,71.00,32.40,1592677869
-MAGUoTZRZYcI5BCJR6u,71.00,32.40,1592677880
-MAGUrFjZdLOyKwhtMUm,71.00,32.40,1592677890
-MAGUtlwap7W0b9hRaTh,71.00,32.40,1592677901
-MAGUwIP2t2YIJKWqphQ,71.00,32.40,1592677912
-MAGUyp22WR8f8yvD4Om,71.00,32.40,1592677922
-MAGV0MNZ-MvmheAQsya,71.00,31.90,1592677933
-MAGV2tpBqGhBRFO2Jfi,71.00,31.90,1592677943
-MAGV5QQmxNY1mZQ5v63,71.00,31.90,1592677953
-MAGV7wxfYsvWJRg7_Ct,71.00,31.90,1592677964
-MAGVATbordSoGP4LdKD,71.00,31.90,1592677974
-MAGVD-F4yDxIamYv835,71.00,31.90,1592677984
-MAGVFWpwCxBVe2mzoRC,72.00,31.90,1592677995
-MAGVI7Gd5NwwZa-iJmQ,72.00,31.90,1592678005
-MAGVKdoFJVU3b7oZieT,72.00,31.90,1592678016
-MAGVNARml0rI9JQHY3L,72.00,31.90,1592678026
-MAGVPh02iNKgyCmFDFC,72.00,31.90,1592678036
-MAGVSDY2xkrcfDQfkgJ,72.00,31.90,1592678047
-MAGVUlqNQr8tkKgsYOE,72.00,31.90,1592678057
-MAGVXIOT2CWJVkXtnPt,72.00,31.90,1592678068
-MAGVZozhvgXMyc4haSG,72.00,31.90,1592678078
-MAGVbNIvr5uA6jljy9I,72.00,31.90,1592678088
-MAGVdtsUA0PsXLtN_VY,72.00,31.90,1592678099
-MAGVgQlY0TEj1sWarVN,72.00,31.90,1592678109
-MAGVix-Hgs_mvd1cfRa,72.00,31.90,1592678119
-MAGVlSoOWrfnW_JmXFi,72.00,31.90,1592678130
-MAGVnzlGMFTogKKRYyL,72.00,31.90,1592678140
-MAGVqWv3R1S4_Hz-Qcy,72.00,31.90,1592678150
-MAGVt33_gHWAFTC6Iue,72.00,32.00,1592678161
-MAGVv_HkpCNJnsOYLUU,72.00,32.40,1592678171
-MAGVy5bZmj041OvGFHt,72.00,32.40,1592678181
-MAGW-c8UEdOC1kkbH7t,72.00,32.40,1592678192
-MAGW28nH3V3Ea2aj69H,72.00,32.40,1592678202
-MAGW4fSKLApuWfNrLGe,72.00,32.40,1592678212
-MAGW7CAuEpIN1TLwZBN,72.00,32.40,1592678223
-MAGW9izOlhtrpk6WW7Z,72.00,32.40,1592678233
-MAGWCF6uYpJ38Ex1XvZ,72.00,32.40,1592678244
-MAGWElb0jr6BALB8_3a,72.00,32.40,1592678254
-MAGWHIK4fIELnX3CKBN,72.00,32.40,1592678264
-MAGWJowTNE9Tc10qpMB,72.00,32.40,1592678275
-MAGWMLkaeBrGAA7fkd9,72.00,32.40,1592678285
-MAGWOs4TYETlDRtT5GS,72.00,32.40,1592678295
-MAGWROg2myWdPTLkpS8,72.00,32.40,1592678306
-MAGWTvDJBaj8t9WYQqw,72.00,32.40,1592678316
-MAGWWS0Zp75qxeVk8es,72.00,32.40,1592678326
-MAGWYyYV809x59lQoAW,72.00,32.40,1592678337
-MAGWaWfZBn4ABp5htJs,72.00,32.40,1592678347
-MAGWd2FvGNXAt2NtLXI,72.00,32.40,1592678357
-MAGWfZtdP0lYlpSXCQW,72.00,32.40,1592678368
-MAGWiEeZz-RkKChMfbP,72.00,32.40,1592678378
-MAGWkkVt_-7Gq9fxFco,72.00,32.40,1592678389
