,Humidity,Temperature,UnixTime
-MAKkPAbj6lIj8tgsE9Z,72.00,30.90,1592749377
-MAKkRhAehDxQyroHgk_,72.00,30.90,1592749387
-MAKkUE4O15DAa-jvm3B,72.00,30.90,1592749397
-MAKkWkLQ7gcO85zgmV6,72.00,30.90,1592749408
-MAKkZH0UbxmpUKoxczE,72.00,30.90,1592749418
-MAKkanYRuLbAUPvVBbT,71.00,30.90,1592749428
-MAKkdK9EsRnJc3q5O-_,71.00,30.80,1592749439
-MAKkfqiKOiCi-I-A4zo,71.00,30.50,1592749449
-MAKkiNQ5WZa7kiIczwg,71.00,30.50,1592749459
-MAKkktxsUXMCrPPJXqz,71.00,30.50,1592749470
-MAKknQa-3kaTTdAQh0y,71.00,30.50,1592749480
-MAKkpxBeNyhZFJrJCh0,71.00,30.50,1592749490
-MAKksTjRCiQmmxaK-x3,71.00,30.50,1592749501
-MAKkv-XwJLvUiU7Umcy,71.00,30.50,1592749511
-MAKkxX1cc-WQOvAqJIJ,71.00,30.50,1592749521
-MAKl-2_ec06xsEITu7X,71.00,30.60,1592749532
-MAKl1_JZoREgvabzvh6,71.00,30.60,1592749542
-MAKl45mEkjCGro2VS3e,71.00,30.70,1592749552
-MAKl6cNt5AIaHtC1xz0,71.00,30.50,1592749563
-MAKl98ymQSbkXG24R53,71.00,30.60,1592749573
-MAKlBfXDgCQLGuaQcxl,72.00,30.60,1592749583
-MAKlECAI48eXKrQNKEd,72.00,30.50,1592749594
-MAKlGj2-0aj2mIVZtsJ,72.00,30.50,1592749604
-MAKlJFSx_9RsH56idV6,72.00,30.50,1592749615
-MAKlLlyeFAavUrgweg0,72.00,30.50,1592749625
-MAKlOLjCPTkgDXdclFA,72.00,30.50,1592749635
-MAKlQrYO28iZQNTDPVY,72.00,30.50,1592749646
-MAKlTOtUGVziveQLlEH,72.00,30.60,1592749656
-MAKlVvZ-0sYO93z6ek-,72.00,30.60,1592749666
-MAKlYSJq6QssJEaWnp9,72.00,30.60,1592749677
-MAKl_yktRyjBusVj4gj,72.00,30.60,1592749687
-MAKlcUdHWS8-GJgYova,72.00,30.80,1592749697
-MAKlf0uUy_NBNe1rAP7,72.00,30.80,1592749708
-MAKlhYW8TvSsU0FIK3Z,72.00,30.40,1592749718
-MAKlk49wE3sSlwRHGvY,72.00,30.40,1592749729
-MAKlmawqNuDFGzaXcl9,72.00,30.40,1592749739
-MAKlp7QweAZs50zPqrB,72.00,30.40,1592749749
-MAKlrdwZe-rxOC1SSzl,72.00,30.40,1592749760
-MAKluAZYOWv908_X8Tj,72.00,30.40,1592749770
-MAKlx21N0-7R-07p7X0,72.00,30.40,1592749780
-MAKlzlV_H1myBxKKKmJ,72.00,30.40,1592749792
-MAKm1IVO4qvzBoZfv6w,72.00,30.80,1592749803
-MAKm3oKcsbmE7MDDw60,72.00,30.70,1592749814
-MAKm6KAewk1sCYe8JEy,72.00,30.50,1592749824
-MAKm8qeI4gwLLhGY7id,72.00,30.50,1592749834
-MAKmBNGRieMqZufDGXM,73.00,30.50,1592749845
-MAKmDuLOChbrFUXh657,73.00,30.50,1592749855
-MAKmGQYRxZfzk3AZp20,73.00,30.50,1592749865
-MAKmIxDqSBPjX7_fydw,73.00,30.50,1592749876
-MAKmLTewoGTyy7_6im2,73.00,30.80,1592749886
-MAKmO-EfT9c8Uc_IFNt,73.00,30.90,1592749896
-MAKmQWqIcTDen4vQKQE,73.00,30.90,1592749907
-MAKmT2TRAMY0lPGabv_,73.00,30.90,1592749917
-MAKmV_4x4z6KxWNLOFg,73.00,30.90,1592749927
-MAKmY5fpx0jX-QeV_ad,73.00,30.60,1592749938
-MAKm_cF1vUV7CJPWaJH,73.00,30.60,1592749948
-MAKmc9FtpgoMQLuSdTg,73.00,30.50,1592749958
-MAKmefL7VNyrVFIYR0Y,73.00,30.50,1592749969
-MAKmhC5hfyeNjsIej4R,73.00,30.50,1592749979
-MAKmjifcGq3A4bwIbfa,74.00,30.50,1592749989
-MAKmmFDk_3v2NGvzbjG,74.00,30.70,1592750000
-MAKmolsnmAQjgfnV8Fk,74.00,30.80,1592750010
-MAKmrHbgU3FC3evfCyQ,74.00,30.80,1592750020
-MAKmtp44UJSKT6UxNCo,74.00,30.70,1592750031
-MAKmwLdvjn2sRKQOVmS,74.00,30.50,1592750041
-MAKmysKy11x-b3OKPAK,74.00,30.40,1592750051
-MAKn0O6z_YYNE_RCd_M,74.00,30.40,1592750062
-MAKn2vTkLgT1azmr5um,74.00,30.40,1592750072
-MAKn5SAO5Lixbqu9Nrf,75.00,30.40,1592750083
-MAKn7ya2kT9FUUYii5V,75.00,30.40,1592750093
-MAKnAVJ1P2YAQM2kW21,75.00,30.40,1592750103
-MAKnD0wDSGNQQUtwym4,75.00,30.40,1592750114
-MAKnFY_h9EwQfvZcUBJ,75.00,30.40,1592750124
-MAKnI3_39Q_7QozqHKO,75.00,30.40,1592750134
-MAKnKagoAdUMDofNn_h,75.00,30.40,1592750145
-MAKnN77n--CQTEeTB44,75.00,30.00,1592750155
-MAKnPdviELXHFlp9xa1,75.00,30.00,1592750165
-MAKnSWdyYu7C4pjFIMt,75.00,30.00,1592750176
-MAKnV1U4tK0yb9VwpFQ,75.00,29.90,1592750187
-MAKnXYXbQJRjAY8UpAO,76.00,29.90,1592750198
-MAKn_46RVSXEgC6PdPW,76.00,29.90,1592750208
-MAKnbagtARCki3MhNG_,76.00,29.60,1592750218
-MAKne7IPZdjOYJTaYZc,76.00,29.60,1592750229
-MAKngdoZG_48SrFfNRg,76.00,29.60,1592750239
-MAKnjASmfFZN8ZEYqSs,76.00,29.60,1592750249
-MAKnlh-AQpAM1KdIXJE,76.00,29.60,1592750260
-MAKnoDe2zY9_K50RNj6,77.00,29.60,1592750270
-MAKnqkCBaRxKHVXQEl3,77.00,29.30,1592750280
-MAKntGuYVheHcU2K6ED,76.00,29.50,1592750291
-MAKnvnWnQuG_pnDfSLy,76.00,29.50,1592750301
-MAKnyK7GSnyogbxK776,76.00,29.50,1592750312
-MAKo-qvDO2dEbAuAAUf,76.00,29.40,1592750322
-MAKo2ND8mwJnySHhhmh,76.00,29.50,1592750332
-MAKo4tkaC9x7retIxoP,76.00,29.50,1592750343
-MAKo7QNxrlsMmWVSOdW,76.00,29.50,1592750353
-MAKo9wwjiM_ALdLZU3i,76.00,29.50,1592750363
-MAKoCTdjkj_ISsTwh8P,76.00,29.50,1592750374
-MAKoF-ATRiKKLvsw2q9,77.00,29.50,1592750384
-MAKoHWnctfkZwyUAOIF,76.00,29.50,1592750394
-MAKoK2KfSxEpuddLiZu,76.00,29.40,1592750405
-MAKoM_-xJQI3Mbpzfrl,76.00,29.30,1592750415
-MAKoP5hsc1jEPSCKSU4,76.00,29.60,1592750425
-MAKoRcEXd0e6EgxpIH5,76.00,29.60,1592750436
-MAKoU8okSCrqV2ODvS9,77.00,29.60,1592750446
-MAKoWfMLF4kq-a8BOxw,76.00,29.60,1592750456
-MAKoZBxpfsfiLr7W3sx,76.00,29.60,1592750467
-MAKoai_EHdaybg_WQiB,76.00,29.60,1592750477
-MAKodF8snfaUg0Oxqtq,76.00,29.60,1592750487
-MAKofkyna2ILRvQyFcD,76.00,29.60,1592750498
-MAKoiIMlinWLTkMZ6wu,76.00,29.60,1592750508
-MAKokpFL2HGQNRRZhKB,76.00,29.60,1592750518
-MAKonLct21aPWcsLiGp,76.00,29.90,1592750529
-MAKopsBHtkAFRNItB3R,76.00,29.90,1592750539
-MAKosOmUsrmMow09dDW,76.00,29.90,1592750550
-MAKouvSHnZSVbfZDAZJ,76.00,29.90,1592750560
-MAKoxVE_XSMkpK7bzSS,76.00,30.10,1592750570
-MAKp-0qWtfTi8nhz-Zo,75.00,30.00,1592750581
-MAKp1YL4zmxd7ivXztM,76.00,30.00,1592750591
-MAKp44N-hsJVdxoJixe,76.00,30.00,1592750601
-MAKp6a_tMMwdp7YNuGI,75.00,30.00,1592750612
-MAKp97BmaCXYSL1ZxoK,75.00,30.00,1592750622
-MAKpBcxTxqWvyC6q-s5,75.00,30.00,1592750632
-MAKpEALJeCNv8KR9564,75.00,30.00,1592750643
-MAKpGgxJgh5cnZl0zf5,75.00,30.00,1592750653
-MAKpJDYzigAkUHzpMvj,75.00,30.00,1592750664
-MAKpLk3azW_gz2pgqL0,75.00,30.00,1592750674
-MAKpOGlPEMqhgg98vtQ,75.00,30.00,1592750684
-MAKpQmVQIl3JN6JBQmr,75.00,30.00,1592750695
-MAKpTJxcyP_OzmwXckr,75.00,30.40,1592750705
-MAKpVqZIadK1gnYkHR-,75.00,30.40,1592750715
-MAKpYNC0FApLR4Lf489,75.00,30.40,1592750726
-MAKp_tieLpFZgysedjh,75.00,30.40,1592750736
-MAKpcQNcP9lvaI9MjiB,75.00,30.20,1592750746
-MAKpewyiz_KlgXao_10,75.00,30.30,1592750757
-MAKphTWJ0zW1VzwqoAN,75.00,30.40,1592750767
-MAKpk-55NEL8BHHZR2g,75.00,30.40,1592750777
-MAKpmWkZfDVCo5VZRKs,75.00,30.40,1592750788
-MAKpp2O21e7H4ZUs9B7,75.00,30.10,1592750798
-MAKprZxMK2RdTK8oVLO,75.00,30.30,1592750808
-MAKpuT76JmPVYeMMdaB,75.00,30.40,1592750819
-MAKpx-D5P9QTKErPrHn,75.00,30.40,1592750831
-MAKpzWq_uQD-SWHoyEI,75.00,30.40,1592750841
-MAKq12PwrdT33b5U4sI,75.00,30.40,1592750851
-MAKq3_-bV_AmW-rSHLx,75.00,30.40,1592750862
-MAKq65tUK-knMAOWAbJ,75.00,30.40,1592750872
-MAKq8cDl8-Qr7EEPxzQ,75.00,30.40,1592750882
-MAKqB8m0RMzDRj3rvti,75.00,30.00,1592750893
-MAKqDfNVuKSdA__RSQC,75.00,30.00,1592750903
-MAKqGC2aZmINnad8GYq,75.00,30.00,1592750913
-MAKqIieMyzsHGLYVFJ7,75.00,30.00,1592750924
-MAKqLFBhaqUJOeS1j9E,75.00,30.00,1592750934
-MAKqNlldDt-7dT3vjms,75.00,30.00,1592750944
-MAKqQILh88O9-5sTpe1,75.00,30.00,1592750955
-MAKqSoAjzEbM2dzSjj-,75.00,30.00,1592750965
-MAKqVLc9UaM01CTbBQ5,75.00,30.00,1592750976
-MAKqXs9XXrxnzd1O5Gz,75.00,30.00,1592750986
-MAKq_OoaM5VWW6UlqoG,75.00,30.00,1592750996
-MAKqbvLafK0ZN10B3Z3,75.00,30.40,1592751007
-MAKqeSKvqtNET_x-w8Y,75.00,30.40,1592751017
-MAKqgybu6WKjpNPmw9K,75.00,30.40,1592751027
-MAKqjVCGm3RuzMg9n54,75.00,30.40,1592751038
-MAKqm0pu6i0NBjdgyAg,75.00,30.80,1592751048
-MAKqoYPu850ou6Zd8CE,75.00,30.80,1592751058
-MAKqr3uNbwDHu2AE6LN,75.00,30.50,1592751069
-MAKqtagit7jCPBP_d50,75.00,30.50,1592751079
-MAKqw79MUxGBCDJZhsL,75.00,30.50,1592751089
-MAKqydm8Xsc8Ah_5dA8,75.00,30.50,1592751100
-MAKr0AJSVjgJldJ_hTU,75.00,30.50,1592751110
-MAKr2gvTCVFOCCf9s_m,75.00,30.50,1592751120
-MAKr5DXifCQw16lE0hh,75.00,30.50,1592751131
-MAKr7k6TURExJSfkA8h,75.00,30.50,1592751141
-MAKrAGnpZ2e9mZ2Xrer,75.00,30.50,1592751151
-MAKrCnM7kykvYpg32FO,75.00,30.50,1592751162
-MAKrFJv1MTDDmPRgXm1,75.00,30.50,1592751172
-MAKrHqXGr1oB39r3-96,75.00,30.50,1592751182
-MAKrKN9gy8Y4sObb0Su,75.00,30.50,1592751193
-MAKrMtlIPfe2Pd1b4k_,75.00,30.50,1592751203
-MAKrPQP8zgYMkZAcbMm,75.00,30.50,1592751214
-MAKrRww_j0OJCRDLlUX,75.00,30.50,1592751224
-MAKrUTYLEBZ4pR2lzjJ,75.00,30.70,1592751234
-MAKrWzUYrIZLyYOOLsX,75.00,30.80,1592751245
-MAKrZWfEbKhGikOEnQL,75.00,30.80,1592751255
-MAKrb36QcB71kQZj6Gf,75.00,30.40,1592751265
-MAKrdaVjuX0zguNbPIY,75.00,30.40,1592751276
-MAKrg79ENBOMsJYvK_t,75.00,30.40,1592751286
-MAKridjcJqrSFK-SOQf,75.00,30.40,1592751296
-MAKrlAHVOL4Lc3x2VjF,75.00,30.40,1592751307
-MAKrngr7U3ugbJolFjQ,75.00,30.40,1592751317
-MAKrqDbnZVgV5XuJiMi,76.00,30.40,1592751327
-MAKrskBntKo76kTGGFJ,75.00,30.40,1592751338
-MAKrvGjnMjym8sIZW21,75.00,30.40,1592751348
-MAKrxnH5J35Q2r4TqId,75.00,30.40,1592751359
-MAKs-JvWVK0_p6AZhQ9,75.00,30.40,1592751369
-MAKs1qUxK7Ph4TuebiV,75.00,30.40,1592751379
-MAKs4N8qVm1lFWVskNQ,75.00,30.40,1592751390
-MAKs6tiSGR049ipB_wL,75.00,30.40,1592751400
-MAKs9QD5ncRqb5Zr4Zk,75.00,30.00,1592751410
-MAKsBwtX9e2kuS8h-qe,75.00,30.00,1592751421
-MAKsETe78zOUGR-4sBG,75.00,30.00,1592751431
-MAKsH-6-dBHn3qrW_gt,75.00,30.00,1592751441
-MAKsJWkiKOpn0SEixzp,75.00,30.00,1592751452
-MAKsM2JOuq6OSGF0TOY,75.00,30.00,1592751462
-MAKsOZz3nbUiRHtYVuZ,75.00,30.40,1592751472
-MAKsR5UuDMh51Q15tVR,75.00,30.40,1592751483
-MAKsTc7upjcHuEwh01U,75.00,30.00,1592751493
-MAKsW8gWjopCOikc1pU,75.00,30.00,1592751503
-MAKsYfIMNLZwFqwvJ7P,75.00,30.00,1592751514
-MAKsaBqHA_401LwehBp,75.00,30.00,1592751524
-MAKsciX6MTEWbIExMgK,75.00,30.00,1592751534
-MAKsfF6NB5VD5QC1bha,75.00,30.00,1592751545
-MAKshlg8km7H8jRGtMR,75.00,30.00,1592751555
-MAKskIHYo2hCYSFLKoq,75.00,30.00,1592751565
-MAKsmorKvKd1joAxDA-,76.00,30.00,1592751576
-MAKspLSvKnpp0Jc9KEn,76.00,30.00,1592751586
-MAKsrs4jeK5b8SpZdS7,76.00,29.80,1592751597
-MAKsuOdEH34lXzAo_yD,77.00,29.90,1592751607
-MAKswvUTOPSJbVm2M77,77.00,29.90,1592751617
-MAKszRt46eJriqFpC6p,77.00,29.90,1592751628
-MAKt0yTFzI5JwQb1WCh,78.00,29.90,1592751638
-MAKt3V3Vh8_o7mnyndK,78.00,29.60,1592751648
-MAKt60hHt49L41-1Fh3,78.00,29.60,1592751659
-MAKt8YDc9nYgn6d8Icl,78.00,29.60,1592751669
-MAKtB3ywhaISLN4oJsE,78.00,29.60,1592751679
-MAKtDaSx4RAAlVHV7V_,78.00,29.60,1592751690
-MAKtG74NX-6q8L2vlTt,78.00,29.60,1592751700
-MAKtIdh0jzoUNxCpCIJ,79.00,29.60,1592751710
-MAKtLAGpC5EWqhk7TVG,79.00,29.20,1592751721
-MAKtNgtzBo2pJwJcPwr,79.00,29.20,1592751731
-MAKtQDPEKpCzAG60qwW,79.00,29.20,1592751741
-MAKtSk1foT4Y_vvXTyV,79.00,29.30,1592751752
-MAKtVSGz3zZRijvgUoT,79.00,29.20,1592751762
-MAKtXyVMhhleU3BsCWs,79.00,29.20,1592751773
-MAKt_V_GSEiOhhbx4G-,79.00,29.20,1592751784
-MAKtc0c-PvGF7GYtSlX,79.00,29.20,1592751794
-MAKteYGS23Q3VXFv359,79.00,29.20,1592751804
-MAKth3rjc-bPB1TEKo2,79.00,29.30,1592751815
-MAKtjaQE-dXc7xBa9vv,79.00,29.50,1592751825
-MAKtm72ruprNGIF1hGN,79.00,29.50,1592751835
-MAKtodfyPpMtrM2Pfew,79.00,29.50,1592751846
-MAKtrWFVMjFEGyHcmu2,79.00,29.50,1592751856
-MAKtu29MioWm8G85UD-,79.00,29.20,1592751868
-MAKtwYxVJsg0rTHMMy1,80.00,29.20,1592751878
-MAKtz5QNl-BiO_ak5jo,80.00,29.20,1592751888
-MAKu0bzxFaf0LcrMl1-,80.00,29.20,1592751899
-MAKu38fvPZ6S9IgBeYX,80.00,29.20,1592751909
-MAKu5fDsenYi-DhxZPd,80.00,29.20,1592751919
-MAKu8BrKW2yGBAjOAZU,80.00,29.20,1592751930
-MAKuAiOv5ZxtdcW3w1a,80.00,29.20,1592751940
-MAKuDFU_kFI-OAhr6R6,80.00,29.20,1592751951
-MAKuFlXUOCjndlNSITa,80.00,29.20,1592751961
-MAKuIIA7YxT16DKDjxq,80.00,29.20,1592751971
-MAKuKoqAtPuBysQXBDV,80.00,29.20,1592751982
-MAKuNLP0uxv7sTK_rLm,80.00,29.20,1592751992
-MAKuPs0v4zumbVo6YlQ,80.00,29.20,1592752002
-MAKuSO_6p5TVrpVgPx6,80.00,29.20,1592752013
-MAKuUvCNLJVHxYSV-7Q,80.00,29.20,1592752023
-MAKuXRmTAc35fJSW-PC,80.00,29.20,1592752033
-MAKuZycwcnPEkxZyfoQ,80.00,29.20,1592752044
-MAKubV1ZqWdpB2FgVsX,80.00,29.50,1592752054
-MAKue0lPVkzlxhn2W9e,80.00,29.50,1592752064
-MAKugYCD5AMYVF0wpNP,80.00,29.50,1592752075
-MAKuj3jbO4TXT8xFam5,80.00,29.40,1592752085
-MAKulaMLyFwmP5egtp2,80.00,29.20,1592752095
-MAKuo6xWEe_BJQfKry-,80.00,29.40,1592752106
-MAKuqdW2sTdjR2X3gsf,80.00,29.60,1592752116
-MAKutABmkfi_2_W8Pas,80.00,29.60,1592752126
-MAKuvgnm-MdDr1RWaIZ,80.00,29.60,1592752137
-MAKuyDLh-TV6GTwgu6K,80.00,29.60,1592752147
-MAKv-jyK9OLw3OIYfTn,80.00,29.90,1592752157
-MAKv2GzZ7kdQXWDDNMh,80.00,29.90,1592752168
-MAKv4n9bfY2v7n7qJOD,80.00,29.90,1592752178
-MAKv7Jk_xlV_7d7EqzB,80.00,29.90,1592752188
-MAKv9qNHECawCqXXvUW,79.00,29.90,1592752199
-MAKvCN-BVQEZGjuJTFZ,79.00,29.90,1592752209
-MAKvEtfzuuflhCmBIoo,79.00,29.90,1592752220
-MAKvHQ32O-ug_rbiM-M,79.00,29.90,1592752230
-MAKvJwjk-GGMB_-GtP_,79.00,29.80,1592752240
-MAKvMTN9YYO-fPM2Fis,79.00,29.70,1592752251
-MAKvOzzyexKUfxS_tkN,78.00,29.80,1592752261
-MAKvRWWJsmQ4bmLA8a6,78.00,30.00,1592752271
-MAKvU28mpiZXob5KeQZ,77.00,30.00,1592752282
-MAKvWZiK8_Pj8qLYlQJ,77.00,30.00,1592752292
-MAKvZ5KaQxAu9VBAZT9,77.00,30.00,1592752302
-MAKvabvnR-E4F3m88Rm,77.00,30.00,1592752313
-MAKvd8VpYidONYjxK3N,77.00,30.00,1592752323
-MAKvff3qXM-afeUHtyp,77.00,30.00,1592752333
-MAKviBkJzWA7tPjGCXF,77.00,30.00,1592752344
-MAKvkiNiSE9wfJmyd7e,77.00,30.00,1592752354
-MAKvnF-VO50hvkE7JA0,76.00,30.00,1592752364
-MAKvplVhkVgMFIDIirO,76.00,30.00,1592752375
-MAKvsHMDNZUnm5A-raN,76.00,30.00,1592752385
-MAKvuorEuNySnITkKCr,76.00,30.00,1592752395
-MAKvxLEPQ3IOMkpewK_,76.00,30.00,1592752406
-MAKvzrp1rrSmnImw0T5,76.00,30.00,1592752416
-MAKw1OtnuVuYfAaPFAr,76.00,30.00,1592752427
-MAKw3vnO4k0tcvwMG1A,76.00,30.00,1592752437
-MAKw6S369olOK5szl8t,76.00,30.20,1592752447
-MAKw8yDsCtVIeNzz4-G,76.00,30.30,1592752458
-MAKwBU0mIMfgUoRr2rn,76.00,30.20,1592752468
-MAKwDztLEVRg7XmJGi0,76.00,30.20,1592752478
-MAKwGWxhBmpsTJrA5zp,76.00,30.00,1592752488
-MAKwJ25i3yVAUg60TvE,76.00,30.00,1592752499
-MAKwLZefrzHNnfbAibj,76.00,30.00,1592752509
-MAKwO5FB4BycltQdVmW,76.00,30.00,1592752520
-MAKwQbvBDCeZRwa9eJV,76.00,30.00,1592752530
-MAKwT8PSEb8RRagN4_V,76.00,30.00,1592752540
-MAKwVf7OwUuJ_gSibFv,76.00,29.70,1592752551
-MAKwYBmFIejxdT4mh0_,77.00,29.90,1592752561
-MAKw_iI10RBPFgggVRj,77.00,29.90,1592752571
-MAKwcEsm2rSLXEzfWIq,77.00,29.90,1592752582
-MAKweks3D8t_ulQmqog,77.00,29.90,1592752592
-MAKwhIDa3rokMordbD8,77.00,29.90,1592752602
-MAKwjod4kiePGF93cZr,77.00,29.60,1592752613
-MAKwmLFfvhbvYrg-LqI,78.00,29.60,1592752623
-MAKworuCpxvqx1Xq5cy,78.00,29.60,1592752633
-MAKwrOmuXFbNGGxsVQT,78.00,29.60,1592752644
-MAKwtv5Bt8Agi2yYDKJ,78.00,29.60,1592752654
-MAKwwRgwaUflMwln1r_,78.00,29.60,1592752664
-MAKwyyFO6WgPnqHO5Fr,78.00,29.60,1592752675
-MAKx0UuEg0DtqgOg75z,78.00,29.20,1592752685
-MAKx30W73oB4Dq0hlWy,78.00,29.50,1592752695
-MAKx5Y5kZjXx0JCtG2v,78.00,29.20,1592752706
-MAKx83gUgFxByYcPCvi,78.00,29.20,1592752716
-MAKxAaEcxbrFNxMTVfu,78.00,29.20,1592752726
-MAKxD6q_mFXS-6lv771,78.00,29.20,1592752737
-MAKxFdSKG6jrvK4VacA,78.00,29.20,1592752747
-MAKxIA6Hq1eMwSUheDa,78.00,29.20,1592752758
-MAKxKgoLmADakESsN75,78.00,29.20,1592752768
-MAKxNDG7UJ22znUGnoo,78.00,29.20,1592752778
-MAKxPjtn0UwwduurexX,78.00,29.20,1592752789
-MAKxSGQ8NWNP6bmZsAt,78.00,29.20,1592752799
-MAKxUn2TTiVAZvZFMX_,78.00,29.20,1592752809
-MAKxXJkrjVnrLT27sbE,78.00,29.20,1592752820
-MAKxZqExubTCQKIKM5f,78.00,29.20,1592752830
-MAKxbMxwilbg7S62nWn,78.00,29.20,1592752840
-MAKxdtRsL6M40Kcfu-T,78.00,29.20,1592752851
-MAKxgQ8xe4N91TpriOs,77.00,29.20,1592752861
-MAKxiwe3SGIPgm8GPL2,77.00,29.20,1592752871
-MAKxlaQKl6QlRXXlc1Q,77.00,29.20,1592752882
-MAKxoSM-rYkTPpdFmWt,78.00,29.20,1592752893
-MAKxqznzoGgQUaBYqNe,78.00,29.20,1592752904
-MAKxtWQlnt7jXreP3FR,78.00,29.20,1592752915
-MAKxw24WSlwizj2UQ8l,78.00,29.20,1592752925
-MAKxyZbKNGNIqPWBfmJ,78.00,29.50,1592752935
-MAKy05PvzqeCEFFYnwD,78.00,29.50,1592752946
-MAKy2bn-ZQOi1gLz8lf,79.00,29.50,1592752956
-MAKy58S5fEJwctFtS64,78.00,29.30,1592752966
-MAKy7f2L0muFdqWGYIZ,79.00,29.40,1592752977
-MAKyABbiIsqWQ6mKJA6,79.00,29.60,1592752987
-MAKyCiFL7UZy4Cfz9ZH,79.00,29.60,1592752997
-MAKyFF2lSrODU9DS3M3,79.00,29.60,1592753008
-MAKyHkvSIL_3ukcpvUO,79.00,29.60,1592753018
-MAKyKI0twVaVxdkRsuA,79.00,29.60,1592753029
-MAKyMpsJZd8XJbdfROv,79.00,29.90,1592753039
-MAKyPNJe-Kj0PL5_pV3,79.00,29.90,1592753049
-MAKyRtQhBmzITqSBn8a,79.00,29.90,1592753060
-MAKyUQ1vi292tl6-dLx,79.00,29.90,1592753070
-MAKyWwdvk_4bJiWd4uz,79.00,29.90,1592753080
-MAKyZTHTPncG7zXmgFV,79.00,29.80,1592753091
-MAKyazzNzUP_VQCh0Mp,78.00,29.80,1592753101
-MAKydWQgoyFaR4jTw0V,78.00,30.00,1592753111
-MAKyg2APT-6IAetkgFc,77.00,30.00,1592753122
-MAKyiZkhqeTcovbSItG,77.00,30.00,1592753132
-MAKyl5GYQsmosUqRTkj,77.00,30.00,1592753142
-MAKync-ckmuPc4qFX5l,77.00,30.00,1592753153
-MAKyq8LyDrxzKgC1uq8,77.00,30.00,1592753163
-MAKysf-jziuu2ZIC34b,77.00,30.00,1592753173
-MAKyvBZ9rBFoer5WSc0,77.00,30.00,1592753184
-MAKyxiTtumPHC86guZP,76.00,30.00,1592753194
-MAKz-EocIdmlUMKM0f9,76.00,30.00,1592753205
-MAKz1mzGtlGrQCmQI9-,76.00,30.00,1592753215
-MAKz4J_v4XJtfmpO_9V,76.00,30.00,1592753225
-MAKz6qBdWKLhO1KQrj_,76.00,30.00,1592753236
-MAKz9MlhD44G8NJFMRK,76.00,30.00,1592753246
-MAKzBtNWjes-HHnoB5J,76.00,30.00,1592753256
-MAKzEQ1xRx0zjsnikG7,76.00,30.00,1592753267
-MAKzGweldx9Y0cs2Igb,76.00,30.00,1592753277
-MAKzJT9hUK2at7XU5Vp,76.00,30.00,1592753287
-MAKzLznVt7IuOifv1Gh,76.00,30.00,1592753298
-MAKzOWPzNykf4w3fTlZ,76.00,30.00,1592753308
-MAKzR21ukD3bVgHGBUy,76.00,29.60,1592753318
-MAKzTa8Vn4WJVObNQLr,77.00,29.90,1592753329
-MAKzW6xf5PzVeD36LQl,77.00,29.90,1592753339
-MAKzYdNIrABpY7Aju4n,77.00,29.90,1592753350
-MAKza9xxTrbn1sNgNJO,78.00,29.90,1592753360
-MAKzcgV7vFOw-AF-u_f,78.00,29.60,1592753370
-MAKzfDA7umC90rObcfi,78.00,29.70,1592753381
-MAKzhjs--sd6Ej2SvEO,78.00,29.60,1592753391
-MAKzkGOrErROw2axntA,78.00,29.90,1592753401
-MAKzmmwEu61oQdZApI3,78.00,29.90,1592753412
-MAKzpJfAlWGdLtiZAcJ,78.00,29.60,1592753422
-MAKzrq8ACaQ71lPiYUW,78.00,29.60,1592753432
-MAKzuM55v9FrRwbTlwo,78.00,29.60,1592753443
-MAKzwtGeQFLDJ2_OslT,78.00,29.60,1592753453
-MAKzzQFGHy_iu0xSIu5,79.00,29.20,1592753463
-MAL-0wTPwjnFgrHLQt1,79.00,29.20,1592753474
-MAL-3T8FpTkGQETm6wv,79.00,29.20,1592753484
-MAL-5zj_WVANrExqv-o,79.00,29.50,1592753494
-MAL-8WOuCchHyaok86g,80.00,29.50,1592753505
-MAL-B3V9HSJCs-9vhSQ,80.00,29.50,1592753515
-MAL-Da8FLKxfOZolQfS,80.00,29.50,1592753526
-MAL-G6gcdDXACfFuvXq,80.00,29.50,1592753536
-MAL-IdKNTfO8nB2ntkh,80.00,29.50,1592753546
-MAL-LAdQl1pjUs4XsYd,80.00,29.50,1592753557
-MAL-NgYTR4ZN5sbhHtx,80.00,29.50,1592753567
-MAL-QD5opWrBt6zLsW_,80.00,29.50,1592753577
-MAL-Sjqhi8lqzbIj_ZG,81.00,29.50,1592753588
-MAL-VFe6xQpRohI6nsV,80.00,29.50,1592753598
-MAL-Xmq4quui90Swxfp,81.00,29.20,1592753608
-MAL-_JXoLiqIc-mF0_d,81.00,29.20,1592753619
-MAL-bqB45Nbo8yVDv4z,81.00,29.20,1592753629
-MAL-eMh1mCKKzag6yRS,80.00,29.20,1592753639
-MAL-gtRgu9La0e8uxXZ,81.00,29.40,1592753650
-MAL-jPt7McjUI8We4Pc,81.00,29.50,1592753660
-MAL-lwTSjsk0hL8-2Yn,80.00,29.50,1592753670
-MAL-oTIA5xAvJqWYixy,80.00,29.40,1592753681
-MAL-r0Wf7cddd8g1jAc,80.00,29.30,1592753691
-MAL-tXrBCoyO6don4jQ,80.00,29.20,1592753702
-MAL-w3XPS19FrrrBJ8w,80.00,29.20,1592753712
-MAL-ybiEwXebQNeyLeN,80.00,29.20,1592753722
